DATA REPORT,,,,,
2026/02/23,20:54:29,27.19,,,
2026/02/23,20:54:34,27.20,,,
2026/02/23,20:54:39,27.22,,,
2026/02/23,20:54:44,27.20,,,
2026/02/23,20:54:49,27.18,,,
2026/02/23,20:54:54,27.16,,,
2026/02/23,20:54:59,27.14,,,
2026/02/23,20:55:04,27.13,,,
2026/02/23,20:55:09,27.15,,,
2026/02/23,20:55:14,27.22,,,
2026/02/23,20:55:19,27.30,,,
2026/02/23,20:55:24,27.34,,,
2026/02/23,20:55:29,27.37,,,
2026/02/23,20:55:34,27.56,,,
2026/02/23,20:55:39,27.61,,,
2026/02/23,20:55:44,27.71,,,
2026/02/23,20:55:49,27.95,,,
2026/02/23,20:55:54,28.04,,,
2026/02/23,20:55:59,28.16,,,
2026/02/23,20:56:04,28.18,,,
2026/02/23,20:56:09,28.20,,,
2026/02/23,20:56:14,28.24,,,
2026/02/23,20:56:19,28.40,,,
2026/02/23,20:56:24,28.49,,,
2026/02/23,20:56:29,28.62,,,
2026/02/23,20:56:34,29.15,,,
2026/02/23,20:56:39,29.42,,,
2026/02/23,20:56:44,29.53,,,
2026/02/23,20:56:49,29.53,,,
2026/02/23,20:56:54,29.58,,,
2026/02/23,20:56:59,29.67,,,
2026/02/23,20:57:04,29.75,,,
2026/02/23,20:57:09,29.94,,,
2026/02/23,20:57:14,29.95,,,
2026/02/23,20:57:19,30.01,,,
2026/02/23,20:57:24,30.21,,,
2026/02/23,20:57:29,30.23,,,
2026/02/23,20:57:34,30.22,,,
2026/02/23,20:57:39,30.10,,,
2026/02/23,20:57:44,30.32,,,
2026/02/23,20:57:49,30.36,,,
2026/02/23,20:57:54,30.46,,,
2026/02/23,20:57:59,30.40,,,
2026/02/23,20:58:04,30.62,,,
2026/02/23,20:58:09,30.87,,,
2026/02/23,20:58:14,31.14,,,
2026/02/23,20:58:19,31.15,,,
2026/02/23,20:58:24,31.14,,,
2026/02/23,20:58:29,31.36,,,
2026/02/23,20:58:34,31.47,,,
2026/02/23,20:58:39,31.73,,,
2026/02/23,20:58:44,31.77,,,
2026/02/23,20:58:49,31.77,,,
2026/02/23,20:58:54,31.88,,,
2026/02/23,20:58:59,31.99,,,
2026/02/23,20:59:04,31.85,,,
2026/02/23,20:59:09,31.89,,,
2026/02/23,20:59:14,32.03,,,
2026/02/23,20:59:19,32.09,,,
2026/02/23,20:59:24,32.24,,,
2026/02/23,20:59:29,32.33,,,
2026/02/23,20:59:34,32.32,,,
2026/02/23,20:59:39,32.29,,,
2026/02/23,20:59:44,32.23,,,
2026/02/23,20:59:49,32.24,,,
2026/02/23,20:59:54,32.24,,,
2026/02/23,20:59:59,32.23,,,
2026/02/23,21:00:04,32.31,,,
2026/02/23,21:00:09,32.45,,,
2026/02/23,21:00:14,32.35,,,
2026/02/23,21:00:19,32.35,,,
2026/02/23,21:00:24,32.45,,,
2026/02/23,21:00:29,32.64,,,
2026/02/23,21:00:34,32.67,,,
2026/02/23,21:00:39,32.69,,,
2026/02/23,21:00:44,32.71,,,
2026/02/23,21:00:49,32.61,,,
2026/02/23,21:00:54,32.48,,,
2026/02/23,21:00:59,32.36,,,
2026/02/23,21:01:04,32.40,,,
2026/02/23,21:01:09,32.55,,,
2026/02/23,21:01:14,32.68,,,
2026/02/23,21:01:19,32.70,,,
2026/02/23,21:01:24,32.70,,,
2026/02/23,21:01:29,32.73,,,
2026/02/23,21:01:34,32.73,,,
2026/02/23,21:01:39,32.59,,,
2026/02/23,21:01:44,32.26,,,
2026/02/23,21:01:49,32.23,,,
2026/02/23,21:01:54,32.39,,,
2026/02/23,21:01:59,32.19,,,
2026/02/23,21:02:04,32.20,,,
2026/02/23,21:02:09,32.31,,,
2026/02/23,21:02:14,32.50,,,
2026/02/23,21:02:19,32.63,,,
2026/02/23,21:02:24,32.64,,,
2026/02/23,21:02:29,32.72,,,
2026/02/23,21:02:34,32.74,,,
2026/02/23,21:02:39,32.60,,,
2026/02/23,21:02:44,32.58,,,
2026/02/23,21:02:49,32.48,,,
2026/02/23,21:02:54,32.34,,,
2026/02/23,21:02:59,32.32,,,
2026/02/23,21:03:04,32.19,,,
2026/02/23,21:03:09,32.15,,,
2026/02/23,21:03:14,32.16,,,
2026/02/23,21:03:19,32.16,,,
2026/02/23,21:03:24,32.20,,,
2026/02/23,21:03:29,32.28,,,
2026/02/23,21:03:34,32.41,,,
2026/02/23,21:03:39,32.59,,,
2026/02/23,21:03:44,32.59,,,
2026/02/23,21:03:49,32.56,,,
2026/02/23,21:03:54,32.47,,,
2026/02/23,21:03:59,32.45,,,
2026/02/23,21:04:04,32.43,,,
2026/02/23,21:04:09,32.48,,,
2026/02/23,21:04:14,32.44,,,
2026/02/23,21:04:19,32.34,,,
2026/02/23,21:04:24,32.32,,,
2026/02/23,21:04:29,32.31,,,
2026/02/23,21:04:34,32.32,,,
2026/02/23,21:04:39,32.31,,,
2026/02/23,21:04:44,32.30,,,
2026/02/23,21:04:49,32.32,,,
2026/02/23,21:04:54,32.30,,,
2026/02/23,21:04:59,32.34,,,
2026/02/23,21:05:04,32.23,,,
2026/02/23,21:05:09,32.19,,,
2026/02/23,21:05:14,32.19,,,
2026/02/23,21:05:19,32.14,,,
2026/02/23,21:05:24,32.04,,,
2026/02/23,21:05:29,32.02,,,
2026/02/23,21:05:34,32.12,,,
2026/02/23,21:05:39,32.16,,,
2026/02/23,21:05:44,32.15,,,
2026/02/23,21:05:49,32.18,,,
2026/02/23,21:05:54,32.24,,,
2026/02/23,21:05:59,32.22,,,
2026/02/23,21:06:04,32.21,,,
2026/02/23,21:06:09,32.20,,,
2026/02/23,21:06:14,32.20,,,
2026/02/23,21:06:19,32.13,,,
2026/02/23,21:06:24,31.97,,,
2026/02/23,21:06:29,32.08,,,
2026/02/23,21:06:34,32.06,,,
2026/02/23,21:06:39,31.90,,,
2026/02/23,21:06:44,31.85,,,
2026/02/23,21:06:49,31.87,,,
2026/02/23,21:06:54,31.95,,,
2026/02/23,21:06:59,31.99,,,
2026/02/23,21:07:04,31.92,,,
2026/02/23,21:07:09,31.87,,,
2026/02/23,21:07:14,31.77,,,
2026/02/23,21:07:19,31.63,,,
2026/02/23,21:07:24,31.69,,,
2026/02/23,21:07:29,31.65,,,
2026/02/23,21:07:34,31.63,,,
2026/02/23,21:07:39,31.54,,,
2026/02/23,21:07:44,31.51,,,
2026/02/23,21:07:49,31.55,,,
2026/02/23,21:07:54,31.58,,,
2026/02/23,21:07:59,31.58,,,
2026/02/23,21:08:04,31.53,,,
2026/02/23,21:08:09,31.42,,,
2026/02/23,21:08:14,31.40,,,
2026/02/23,21:08:19,31.38,,,
2026/02/23,21:08:24,31.28,,,
2026/02/23,21:08:29,31.25,,,
2026/02/23,21:08:34,31.15,,,
2026/02/23,21:08:39,31.11,,,
2026/02/23,21:08:44,31.09,,,
2026/02/23,21:08:49,31.18,,,
2026/02/23,21:08:54,31.19,,,
2026/02/23,21:08:59,31.20,,,
2026/02/23,21:09:04,31.19,,,
2026/02/23,21:09:09,31.17,,,
2026/02/23,21:09:14,31.14,,,
2026/02/23,21:09:19,31.18,,,
2026/02/23,21:09:24,31.18,,,
2026/02/23,21:09:29,31.26,,,
2026/02/23,21:09:34,31.18,,,
2026/02/23,21:09:39,31.02,,,
2026/02/23,21:09:44,31.00,,,
2026/02/23,21:09:49,31.01,,,
2026/02/23,21:09:54,30.93,,,
2026/02/23,21:09:59,30.88,,,
2026/02/23,21:10:04,30.88,,,
2026/02/23,21:10:09,30.90,,,
2026/02/23,21:10:14,30.81,,,
2026/02/23,21:10:19,30.74,,,
2026/02/23,21:10:24,30.69,,,
2026/02/23,21:10:29,30.67,,,
2026/02/23,21:10:34,30.64,,,
2026/02/23,21:10:39,30.55,,,
2026/02/23,21:10:44,30.53,,,
2026/02/23,21:10:49,30.54,,,
2026/02/23,21:10:54,30.49,,,
2026/02/23,21:10:59,30.49,,,
2026/02/23,21:11:04,30.47,,,
2026/02/23,21:11:09,30.45,,,
2026/02/23,21:11:14,30.47,,,
2026/02/23,21:11:19,30.48,,,
2026/02/23,21:11:24,30.51,,,
2026/02/23,21:11:29,30.52,,,
2026/02/23,21:11:34,30.52,,,
2026/02/23,21:11:39,30.52,,,
2026/02/23,21:11:44,30.43,,,
2026/02/23,21:11:49,30.40,,,
2026/02/23,21:11:54,30.44,,,
2026/02/23,21:11:59,30.47,,,
2026/02/23,21:12:04,30.48,,,
2026/02/23,21:12:09,30.46,,,
2026/02/23,21:12:14,30.42,,,
2026/02/23,21:12:19,30.24,,,
2026/02/23,21:12:24,30.16,,,
2026/02/23,21:12:29,30.10,,,
2026/02/23,21:12:34,30.22,,,
2026/02/23,21:12:39,30.32,,,
2026/02/23,21:12:44,30.32,,,
2026/02/23,21:12:49,30.32,,,
2026/02/23,21:12:54,30.19,,,
2026/02/23,21:12:59,30.11,,,
2026/02/23,21:13:04,30.01,,,
2026/02/23,21:13:09,30.03,,,
2026/02/23,21:13:14,30.04,,,
2026/02/23,21:13:19,30.06,,,
2026/02/23,21:13:24,30.07,,,
2026/02/23,21:13:29,30.05,,,
2026/02/23,21:13:34,30.09,,,
2026/02/23,21:13:39,30.06,,,
2026/02/23,21:13:44,30.03,,,
2026/02/23,21:13:49,29.98,,,
2026/02/23,21:13:54,29.87,,,
2026/02/23,21:13:59,29.69,,,
2026/02/23,21:14:04,29.66,,,
2026/02/23,21:14:09,29.68,,,
2026/02/23,21:14:14,29.66,,,
2026/02/23,21:14:19,29.69,,,
2026/02/23,21:14:24,29.70,,,
2026/02/23,21:14:29,29.61,,,
2026/02/23,21:14:34,29.56,,,
2026/02/23,21:14:39,29.49,,,
2026/02/23,21:14:44,29.55,,,
2026/02/23,21:14:49,29.57,,,
2026/02/23,21:14:54,29.57,,,
2026/02/23,21:14:59,29.60,,,
2026/02/23,21:15:04,29.58,,,
2026/02/23,21:15:09,29.56,,,
2026/02/23,21:15:14,29.59,,,
2026/02/23,21:15:19,29.58,,,
2026/02/23,21:15:24,29.55,,,
2026/02/23,21:15:29,29.49,,,
2026/02/23,21:15:34,29.38,,,
2026/02/23,21:15:39,29.37,,,
2026/02/23,21:15:44,29.43,,,
2026/02/23,21:15:49,29.42,,,
2026/02/23,21:15:54,29.40,,,
2026/02/23,21:15:59,29.38,,,
2026/02/23,21:16:04,29.36,,,
2026/02/23,21:16:09,29.34,,,
2026/02/23,21:16:14,29.37,,,
2026/02/23,21:16:19,29.35,,,
2026/02/23,21:16:24,29.34,,,
2026/02/23,21:16:29,29.34,,,
2026/02/23,21:16:34,29.26,,,
2026/02/23,21:16:39,29.24,,,
2026/02/23,21:16:44,29.22,,,
2026/02/23,21:16:49,29.21,,,
2026/02/23,21:16:54,29.19,,,
2026/02/23,21:16:59,29.14,,,
2026/02/23,21:17:04,29.06,,,
2026/02/23,21:17:09,28.96,,,
2026/02/23,21:17:14,28.92,,,
2026/02/23,21:17:19,28.91,,,
2026/02/23,21:17:24,28.94,,,
2026/02/23,21:17:29,28.92,,,
2026/02/23,21:17:34,28.90,,,
2026/02/23,21:17:39,28.88,,,
2026/02/23,21:17:44,28.86,,,
2026/02/23,21:17:49,28.75,,,
2026/02/23,21:17:54,28.74,,,
2026/02/23,21:17:59,28.66,,,
2026/02/23,21:18:04,28.55,,,
2026/02/23,21:18:09,28.53,,,
2026/02/23,21:18:14,28.51,,,
2026/02/23,21:18:19,28.50,,,
2026/02/23,21:18:24,28.50,,,
2026/02/23,21:18:29,28.48,,,
2026/02/23,21:18:34,28.46,,,
2026/02/23,21:18:39,28.48,,,
2026/02/23,21:18:44,28.50,,,
2026/02/23,21:18:49,28.56,,,
2026/02/23,21:18:54,28.59,,,
2026/02/23,21:18:59,28.58,,,
2026/02/23,21:19:04,28.58,,,
2026/02/23,21:19:09,28.55,,,
2026/02/23,21:19:14,28.53,,,
2026/02/23,21:19:19,28.51,,,
2026/02/23,21:19:24,28.49,,,
2026/02/23,21:19:29,28.41,,,
2026/02/23,21:19:34,28.38,,,
2026/02/23,21:19:39,28.45,,,
2026/02/23,21:19:44,28.47,,,
2026/02/23,21:19:49,28.46,,,
2026/02/23,21:19:54,28.44,,,
2026/02/23,21:19:59,28.42,,,
2026/02/23,21:20:04,28.40,,,
2026/02/23,21:20:09,28.39,,,
2026/02/23,21:20:14,28.37,,,
2026/02/23,21:20:19,28.24,,,
2026/02/23,21:20:24,28.24,,,
2026/02/23,21:20:29,28.22,,,
2026/02/23,21:20:34,28.18,,,
2026/02/23,21:20:39,28.15,,,
2026/02/23,21:20:44,28.13,,,
2026/02/23,21:20:49,28.04,,,
2026/02/23,21:20:54,28.03,,,
2026/02/23,21:20:59,28.00,,,
2026/02/23,21:21:04,27.96,,,
2026/02/23,21:21:09,27.96,,,
2026/02/23,21:21:14,28.02,,,
2026/02/23,21:21:19,28.05,,,
2026/02/23,21:21:24,28.07,,,
2026/02/23,21:21:29,28.03,,,
2026/02/23,21:21:34,28.00,,,
2026/02/23,21:21:39,27.99,,,
2026/02/23,21:21:44,28.01,,,
2026/02/23,21:21:49,27.99,,,
2026/02/23,21:21:54,28.01,,,
2026/02/23,21:21:59,28.02,,,
2026/02/23,21:22:04,28.01,,,
2026/02/23,21:22:09,27.99,,,
2026/02/23,21:22:14,27.97,,,
2026/02/23,21:22:19,27.99,,,
2026/02/23,21:22:24,28.01,,,
2026/02/23,21:22:29,27.92,,,
2026/02/23,21:22:34,27.91,,,
2026/02/23,21:22:39,27.83,,,
2026/02/23,21:22:44,27.80,,,
2026/02/23,21:22:49,27.79,,,
2026/02/23,21:22:54,27.77,,,
2026/02/23,21:22:59,27.75,,,
2026/02/23,21:23:04,27.73,,,
2026/02/23,21:23:09,27.71,,,
2026/02/23,21:23:14,27.72,,,
2026/02/23,21:23:19,27.71,,,
2026/02/23,21:23:24,27.74,,,
2026/02/23,21:23:29,27.76,,,
2026/02/23,21:23:34,27.75,,,
2026/02/23,21:23:39,27.73,,,
2026/02/23,21:23:44,27.67,,,
2026/02/23,21:23:49,27.65,,,
2026/02/23,21:23:54,27.58,,,
2026/02/23,21:23:59,27.55,,,
2026/02/23,21:24:04,27.54,,,
2026/02/23,21:24:09,27.54,,,
2026/02/23,21:24:14,27.56,,,
2026/02/23,21:24:19,27.49,,,
2026/02/23,21:24:24,27.44,,,
2026/02/23,21:24:29,27.42,,,
2026/02/23,21:24:34,27.50,,,
2026/02/23,21:24:39,27.49,,,
2026/02/23,21:24:44,27.40,,,
2026/02/23,21:24:49,27.39,,,
2026/02/23,21:24:54,27.37,,,
2026/02/23,21:24:59,27.35,,,
2026/02/23,21:25:04,27.32,,,
2026/02/23,21:25:09,27.32,,,
2026/02/23,21:25:14,27.24,,,
2026/02/23,21:25:19,27.22,,,
2026/02/23,21:25:24,27.20,,,
2026/02/23,21:25:29,27.18,,,
2026/02/23,21:25:34,27.16,,,
2026/02/23,21:25:39,27.14,,,
2026/02/23,21:25:44,27.14,,,
2026/02/23,21:25:49,27.16,,,
2026/02/23,21:25:54,27.19,,,
2026/02/23,21:25:59,27.17,,,
2026/02/23,21:26:04,27.15,,,
2026/02/23,21:26:09,27.13,,,
2026/02/23,21:26:14,27.12,,,
2026/02/23,21:26:19,27.11,,,
2026/02/23,21:26:24,27.14,,,
2026/02/23,21:26:29,27.16,,,
2026/02/23,21:26:34,27.20,,,
2026/02/23,21:26:39,27.25,,,
2026/02/23,21:26:44,27.30,,,
2026/02/23,21:26:49,27.51,,,
2026/02/23,21:26:54,27.55,,,
2026/02/23,21:26:59,27.74,,,
2026/02/23,21:27:04,27.82,,,
2026/02/23,21:27:09,27.90,,,
2026/02/23,21:27:14,28.04,,,
2026/02/23,21:27:19,28.06,,,
2026/02/23,21:27:24,28.16,,,
2026/02/23,21:27:29,28.43,,,
2026/02/23,21:27:34,28.56,,,
2026/02/23,21:27:39,28.65,,,
2026/02/23,21:27:44,28.74,,,
2026/02/23,21:27:49,28.78,,,
2026/02/23,21:27:54,28.89,,,
2026/02/23,21:27:59,28.93,,,
2026/02/23,21:28:04,29.02,,,
2026/02/23,21:28:09,29.04,,,
2026/02/23,21:28:14,29.06,,,
2026/02/23,21:28:19,29.30,,,
2026/02/23,21:28:24,29.55,,,
2026/02/23,21:28:29,29.74,,,
2026/02/23,21:28:34,29.99,,,
2026/02/23,21:28:39,30.02,,,
2026/02/23,21:28:44,30.14,,,
2026/02/23,21:28:49,30.43,,,
2026/02/23,21:28:54,30.57,,,
2026/02/23,21:28:59,30.57,,,
2026/02/23,21:29:04,30.59,,,
2026/02/23,21:29:09,30.59,,,
2026/02/23,21:29:14,30.58,,,
2026/02/23,21:29:19,30.74,,,
2026/02/23,21:29:24,30.86,,,
2026/02/23,21:29:29,30.87,,,
2026/02/23,21:29:34,30.84,,,
2026/02/23,21:29:39,30.70,,,
2026/02/23,21:29:44,31.06,,,
2026/02/23,21:29:49,31.28,,,
2026/02/23,21:29:54,31.37,,,
2026/02/23,21:29:59,31.22,,,
2026/02/23,21:30:04,31.18,,,
2026/02/23,21:30:09,31.29,,,
2026/02/23,21:30:14,31.53,,,
2026/02/23,21:30:19,31.75,,,
2026/02/23,21:30:24,31.92,,,
2026/02/23,21:30:29,31.94,,,
2026/02/23,21:30:34,31.91,,,
2026/02/23,21:30:39,31.93,,,
2026/02/23,21:30:44,31.94,,,
2026/02/23,21:30:49,32.01,,,
2026/02/23,21:30:54,32.09,,,
2026/02/23,21:30:59,32.06,,,
2026/02/23,21:31:04,32.22,,,
2026/02/23,21:31:09,32.21,,,
2026/02/23,21:31:14,32.23,,,
2026/02/23,21:31:19,32.40,,,
2026/02/23,21:31:24,32.58,,,
2026/02/23,21:31:29,32.65,,,
2026/02/23,21:31:34,32.74,,,
2026/02/23,21:31:39,32.63,,,
2026/02/23,21:31:44,32.67,,,
2026/02/23,21:31:49,32.76,,,
2026/02/23,21:31:54,32.90,,,
2026/02/23,21:31:59,33.04,,,
2026/02/23,21:32:04,32.99,,,
2026/02/23,21:32:09,33.00,,,
2026/02/23,21:32:14,32.95,,,
2026/02/23,21:32:19,32.89,,,
2026/02/23,21:32:24,33.05,,,
2026/02/23,21:32:29,32.86,,,
2026/02/23,21:32:34,32.66,,,
2026/02/23,21:32:39,32.68,,,
2026/02/23,21:32:44,32.71,,,
2026/02/23,21:32:49,32.30,,,
2026/02/23,21:32:54,32.53,,,
2026/02/23,21:32:59,32.54,,,
2026/02/23,21:33:04,32.54,,,
2026/02/23,21:33:09,32.52,,,
2026/02/23,21:33:14,32.43,,,
2026/02/23,21:33:19,32.71,,,
2026/02/23,21:33:24,32.76,,,
2026/02/23,21:33:29,32.79,,,
2026/02/23,21:33:34,32.75,,,
2026/02/23,21:33:39,32.71,,,
2026/02/23,21:33:44,32.72,,,
2026/02/23,21:33:49,32.83,,,
2026/02/23,21:33:54,32.64,,,
2026/02/23,21:33:59,32.46,,,
2026/02/23,21:34:04,32.46,,,
2026/02/23,21:34:09,32.43,,,
2026/02/23,21:34:14,32.38,,,
2026/02/23,21:34:19,32.40,,,
2026/02/23,21:34:24,32.16,,,
2026/02/23,21:34:29,32.16,,,
2026/02/23,21:34:34,32.19,,,
2026/02/23,21:34:39,32.08,,,
2026/02/23,21:34:44,31.92,,,
2026/02/23,21:34:49,31.95,,,
2026/02/23,21:34:54,32.41,,,
2026/02/23,21:34:59,32.57,,,
2026/02/23,21:35:04,32.56,,,
2026/02/23,21:35:09,32.63,,,
2026/02/23,21:35:14,32.34,,,
2026/02/23,21:35:19,32.38,,,
2026/02/23,21:35:24,32.40,,,
2026/02/23,21:35:29,32.43,,,
2026/02/23,21:35:34,32.27,,,
2026/02/23,21:35:39,32.12,,,
2026/02/23,21:35:44,32.13,,,
2026/02/23,21:35:49,32.12,,,
2026/02/23,21:35:54,32.03,,,
2026/02/23,21:35:59,32.09,,,
2026/02/23,21:36:04,31.99,,,
2026/02/23,21:36:09,31.93,,,
2026/02/23,21:36:14,31.95,,,
2026/02/23,21:36:19,31.95,,,
2026/02/23,21:36:24,31.86,,,
2026/02/23,21:36:29,31.93,,,
2026/02/23,21:36:34,31.93,,,
2026/02/23,21:36:39,31.93,,,
2026/02/23,21:36:44,32.05,,,
2026/02/23,21:36:49,31.98,,,
2026/02/23,21:36:54,31.94,,,
2026/02/23,21:36:59,32.14,,,
2026/02/23,21:37:04,32.29,,,
2026/02/23,21:37:09,32.25,,,
2026/02/23,21:37:14,32.08,,,
2026/02/23,21:37:19,32.13,,,
2026/02/23,21:37:24,32.13,,,
2026/02/23,21:37:29,32.08,,,
2026/02/23,21:37:34,32.06,,,
2026/02/23,21:37:39,32.04,,,
2026/02/23,21:37:44,32.06,,,
2026/02/23,21:37:49,32.07,,,
2026/02/23,21:37:54,31.94,,,
2026/02/23,21:37:59,31.97,,,
2026/02/23,21:38:04,31.95,,,
2026/02/23,21:38:09,32.01,,,
2026/02/23,21:38:14,31.98,,,
2026/02/23,21:38:19,31.99,,,
2026/02/23,21:38:24,31.99,,,
2026/02/23,21:38:29,31.75,,,
2026/02/23,21:38:34,31.70,,,
2026/02/23,21:38:39,31.73,,,
2026/02/23,21:38:44,31.59,,,
2026/02/23,21:38:49,31.48,,,
2026/02/23,21:38:54,31.40,,,
2026/02/23,21:38:59,31.26,,,
2026/02/23,21:39:04,31.33,,,
2026/02/23,21:39:09,31.30,,,
2026/02/23,21:39:14,31.22,,,
2026/02/23,21:39:19,31.19,,,
2026/02/23,21:39:24,31.20,,,
2026/02/23,21:39:29,31.14,,,
2026/02/23,21:39:34,31.14,,,
2026/02/23,21:39:39,31.40,,,
2026/02/23,21:39:44,31.31,,,
2026/02/23,21:39:49,31.34,,,
2026/02/23,21:39:54,31.37,,,
2026/02/23,21:39:59,31.27,,,
2026/02/23,21:40:04,31.11,,,
2026/02/23,21:40:09,31.06,,,
2026/02/23,21:40:14,30.84,,,
2026/02/23,21:40:19,30.83,,,
2026/02/23,21:40:24,30.88,,,
2026/02/23,21:40:29,31.04,,,
2026/02/23,21:40:34,31.02,,,
2026/02/23,21:40:39,31.04,,,
2026/02/23,21:40:44,31.17,,,
2026/02/23,21:40:49,31.26,,,
2026/02/23,21:40:54,31.23,,,
2026/02/23,21:40:59,31.26,,,
2026/02/23,21:41:04,31.23,,,
2026/02/23,21:41:09,31.19,,,
2026/02/23,21:41:14,31.03,,,
2026/02/23,21:41:19,30.88,,,
2026/02/23,21:41:24,30.78,,,
2026/02/23,21:41:29,30.70,,,
2026/02/23,21:41:34,30.55,,,
2026/02/23,21:41:39,30.62,,,
2026/02/23,21:41:44,30.65,,,
2026/02/23,21:41:49,30.63,,,
2026/02/23,21:41:54,30.63,,,
2026/02/23,21:41:59,30.71,,,
2026/02/23,21:42:04,30.75,,,
2026/02/23,21:42:09,30.74,,,
2026/02/23,21:42:14,30.70,,,
2026/02/23,21:42:19,30.68,,,
2026/02/23,21:42:24,30.61,,,
2026/02/23,21:42:29,30.65,,,
2026/02/23,21:42:34,30.62,,,
2026/02/23,21:42:39,30.55,,,
2026/02/23,21:42:44,30.58,,,
2026/02/23,21:42:49,30.68,,,
2026/02/23,21:42:54,30.67,,,
2026/02/23,21:42:59,30.65,,,
2026/02/23,21:43:04,30.58,,,
2026/02/23,21:43:09,30.29,,,
2026/02/23,21:43:14,30.36,,,
2026/02/23,21:43:19,30.37,,,
2026/02/23,21:43:24,30.35,,,
2026/02/23,21:43:29,30.33,,,
2026/02/23,21:43:34,30.33,,,
2026/02/23,21:43:39,30.13,,,
2026/02/23,21:43:44,30.10,,,
2026/02/23,21:43:49,29.99,,,
2026/02/23,21:43:54,30.03,,,
2026/02/23,21:43:59,30.03,,,
2026/02/23,21:44:04,30.05,,,
2026/02/23,21:44:09,30.04,,,
2026/02/23,21:44:14,30.01,,,
2026/02/23,21:44:19,29.99,,,
2026/02/23,21:44:24,29.90,,,
2026/02/23,21:44:29,29.88,,,
2026/02/23,21:44:34,29.79,,,
2026/02/23,21:44:39,29.77,,,
2026/02/23,21:44:44,29.83,,,
2026/02/23,21:44:49,29.86,,,
2026/02/23,21:44:54,29.79,,,
2026/02/23,21:44:59,29.76,,,
2026/02/23,21:45:04,29.74,,,
2026/02/23,21:45:09,29.72,,,
2026/02/23,21:45:14,29.67,,,
2026/02/23,21:45:19,29.60,,,
2026/02/23,21:45:24,29.61,,,
2026/02/23,21:45:29,29.65,,,
2026/02/23,21:45:34,29.71,,,
2026/02/23,21:45:39,29.69,,,
2026/02/23,21:45:44,29.67,,,
2026/02/23,21:45:49,29.63,,,
2026/02/23,21:45:54,29.47,,,
2026/02/23,21:45:59,29.50,,,
2026/02/23,21:46:04,29.53,,,
2026/02/23,21:46:09,29.53,,,
2026/02/23,21:46:14,29.59,,,
2026/02/23,21:46:19,29.60,,,
2026/02/23,21:46:24,29.52,,,
2026/02/23,21:46:29,29.55,,,
2026/02/23,21:46:34,29.55,,,
2026/02/23,21:46:39,29.53,,,
2026/02/23,21:46:44,29.51,,,
2026/02/23,21:46:49,29.33,,,
2026/02/23,21:46:54,29.37,,,
2026/02/23,21:46:59,29.38,,,
2026/02/23,21:47:04,29.34,,,
2026/02/23,21:47:09,29.22,,,
2026/02/23,21:47:14,29.22,,,
2026/02/23,21:47:19,29.24,,,
2026/02/23,21:47:24,29.26,,,
2026/02/23,21:47:29,29.27,,,
2026/02/23,21:47:34,29.25,,,
2026/02/23,21:47:39,29.23,,,
2026/02/23,21:47:44,29.21,,,
2026/02/23,21:47:49,29.19,,,
2026/02/23,21:47:54,29.17,,,
2026/02/23,21:47:59,29.14,,,
2026/02/23,21:48:04,29.10,,,
2026/02/23,21:48:09,29.05,,,
2026/02/23,21:48:14,28.99,,,
2026/02/23,21:48:19,28.99,,,
2026/02/23,21:48:24,28.92,,,
2026/02/23,21:48:29,28.87,,,
2026/02/23,21:48:34,28.82,,,
2026/02/23,21:48:39,28.81,,,
2026/02/23,21:48:44,28.79,,,
2026/02/23,21:48:49,28.77,,,
2026/02/23,21:48:54,28.77,,,
2026/02/23,21:48:59,28.80,,,
2026/02/23,21:49:04,28.79,,,
2026/02/23,21:49:09,28.74,,,
2026/02/23,21:49:14,28.71,,,
2026/02/23,21:49:19,28.72,,,
2026/02/23,21:49:24,28.78,,,
2026/02/23,21:49:29,28.80,,,
2026/02/23,21:49:34,28.78,,,
2026/02/23,21:49:39,28.67,,,
2026/02/23,21:49:44,28.66,,,
2026/02/23,21:49:49,28.65,,,
2026/02/23,21:49:54,28.64,,,
2026/02/23,21:49:59,28.62,,,
2026/02/23,21:50:04,28.52,,,
2026/02/23,21:50:09,28.50,,,
2026/02/23,21:50:14,28.48,,,
2026/02/23,21:50:19,28.47,,,
2026/02/23,21:50:24,28.49,,,
2026/02/23,21:50:29,28.50,,,
2026/02/23,21:50:34,28.49,,,
2026/02/23,21:50:39,28.48,,,
2026/02/23,21:50:44,28.46,,,
2026/02/23,21:50:49,28.52,,,
2026/02/23,21:50:54,28.55,,,
2026/02/23,21:50:59,28.57,,,
2026/02/23,21:51:04,28.55,,,
2026/02/23,21:51:09,28.49,,,
2026/02/23,21:51:14,28.36,,,
2026/02/23,21:51:19,28.34,,,
2026/02/23,21:51:24,28.32,,,
2026/02/23,21:51:29,28.30,,,
2026/02/23,21:51:34,28.28,,,
2026/02/23,21:51:39,28.26,,,
2026/02/23,21:51:44,28.24,,,
2026/02/23,21:51:49,28.22,,,
2026/02/23,21:51:54,28.19,,,
2026/02/23,21:51:59,28.12,,,
2026/02/23,21:52:04,28.11,,,
2026/02/23,21:52:09,28.15,,,
2026/02/23,21:52:14,28.22,,,
2026/02/23,21:52:19,28.23,,,
2026/02/23,21:52:24,28.23,,,
2026/02/23,21:52:29,28.17,,,
2026/02/23,21:52:34,28.13,,,
2026/02/23,21:52:39,28.03,,,
